promptid,stage,judge,digest,seed,num_ctx,FCD,FGR,FDF,ECS,clamped,approx_tokens,latency_s,attempts
51,second,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.67,0.33,0.0,0.5,0,302,2.4,1
51,third,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.75,0.25,0.0,0.5,0,108,2.2,1
52,front,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.75,0.85,0.1,0.5,0,823,3.57,1
52,second,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.67,0.33,0.0,0.5,0,281,2.42,1
52,third,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.75,0.25,0.0,0.5,0,125,2.2,1
53,front,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.75,0.67,0.0,0.5,0,596,2.91,1
53,second,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.75,0.67,0.0,0.5,0,360,2.43,1
53,third,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.75,0.5,0.0,0.5,0,165,2.21,1
54,front,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.75,0.75,0.0,0.5,0,857,3.52,1
54,second,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.75,0.5,0.0,0.5,0,285,2.42,1
54,third,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.75,0.5,0.0,0.5,0,135,2.21,1
55,front,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.75,0.85,0.0,0.5,0,943,3.85,1
55,second,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.75,0.75,0.0,0.5,0,315,2.47,1
55,third,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.75,0.75,0.0,0.5,0,130,2.21,1
56,front,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.75,0.5,0.0,0.25,0,767,3.21,1
56,second,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.67,0.33,0.0,0.5,0,353,2.46,1
56,third,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.75,0.25,0.0,0.5,0,121,2.21,1
57,front,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.75,0.5,0.0,0.5,0,794,3.17,1
57,second,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.67,0.5,0.0,0.5,0,289,2.41,1
57,third,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.75,0.25,0.0,0.5,0,109,2.19,1
58,front,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.75,0.75,0.0,0.5,0,947,3.79,1
58,second,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.67,0.33,0.0,0.5,0,356,2.46,1
58,third,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.75,0.5,0.0,0.5,0,152,2.2,1
59,front,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.85,0.75,0.0,0.5,0,1170,4.5,1
59,second,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.75,0.25,0.0,0.5,0,339,2.47,1
59,third,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.75,0.25,0.0,0.5,0,110,2.19,1
60,front,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.67,0.33,0.0,0.5,0,755,2.89,1
60,second,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.67,0.33,0.0,0.5,0,401,2.45,1
60,third,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.67,0.33,0.0,0.5,0,171,2.21,1
61,front,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.75,0.67,0.0,0.5,0,773,3.6,1
61,second,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.75,0.67,0.0,0.5,0,296,2.45,1
61,third,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.75,0.5,0.0,0.0,0,131,2.22,1
62,front,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.75,0.83,0.0,0.5,0,951,4.44,1
62,second,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.75,0.5,0.0,0.0,0,240,2.41,1
62,third,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.67,0.5,0.0,0.0,0,118,2.19,1
63,front,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.75,0.75,0.0,0.5,0,716,3.29,1
63,second,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.67,0.5,0.0,0.5,0,296,2.42,1
63,third,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.75,0.25,0.0,0.5,0,161,2.21,1
64,front,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.85,0.9,0.1,0.3,0,841,3.81,1
64,second,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.67,0.75,0.0,0.5,0,456,2.68,1
64,third,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.75,0.25,0.0,0.5,0,193,2.24,1
65,front,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.75,0.85,0.1,0.5,0,824,3.56,1
65,second,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.67,0.5,0.0,0.5,0,281,2.44,1
65,third,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.75,0.25,0.0,0.5,0,125,2.2,1
66,front,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.67,0.5,0.0,0.5,0,597,2.91,1
66,second,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.67,0.5,0.0,0.5,0,360,2.42,1
66,third,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.75,0.5,0.0,0.5,0,166,2.2,1
67,front,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.75,0.85,0.1,0.5,0,796,3.46,1
67,second,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.67,0.5,0.0,0.5,0,294,2.42,1
67,third,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.5,0.5,0.0,0.5,0,106,2.03,1
68,front,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.75,0.75,0.0,0.5,0,723,3.27,1
68,second,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.67,0.5,0.0,0.5,0,254,2.42,1
68,third,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.67,0.5,0.0,0.5,0,126,2.2,1
69,front,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.75,0.25,0.0,0.5,0,505,2.65,1
69,second,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.67,0.33,0.0,0.5,0,323,2.41,1
69,third,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.67,0.33,0.0,0.0,0,161,2.23,1
70,front,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.85,0.8,0.1,0.5,0,827,3.89,1
70,second,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.67,0.5,0.0,0.5,0,375,2.44,1
70,third,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.67,0.33,0.0,0.5,0,150,2.2,1
71,front,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.75,0.67,0.0,0.5,0,945,3.47,1
71,second,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.67,0.33,0.0,0.5,0,313,2.47,1
71,third,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.5,0.0,0.0,0.5,0,83,2.01,1
72,front,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.75,0.67,0.0,0.5,0,603,2.89,1
72,second,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.67,0.33,0.0,0.5,0,304,2.41,1
72,third,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.75,0.25,0.0,0.5,0,103,2.22,1
73,front,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.75,0.67,0.0,0.5,0,562,2.94,1
73,second,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.67,0.5,0.0,0.5,0,303,2.47,1
73,third,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.5,0.5,0.0,0.5,0,112,2.05,1
74,front,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.85,0.8,0.1,0.5,0,771,3.61,1
74,second,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.75,0.5,0.0,0.5,0,311,2.43,1
74,third,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.75,0.25,0.0,0.5,0,117,2.2,1
75,front,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.85,0.75,0.1,0.5,0,951,4.48,1
75,second,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.75,0.5,0.0,0.5,0,241,2.31,1
75,third,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.5,0.5,0.0,0.0,0,118,2.04,1
76,front,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.75,0.75,0.0,0.5,0,716,3.26,1
76,second,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.4,0.3,0.2,0.5,0,296,2.37,1
76,third,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.5,0.25,0.0,0.5,0,162,2.03,1
77,front,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.75,0.83,0.0,0.5,0,720,3.25,1
77,second,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.75,0.5,0.0,0.5,0,279,2.36,1
77,third,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.75,0.25,0.0,0.5,0,158,2.16,1
78,front,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.75,0.67,0.0,0.5,0,525,2.86,1
78,second,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.67,0.5,0.0,0.5,0,380,2.56,1
78,third,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.75,0.5,0.0,0.5,0,199,2.31,1
79,front,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.0,0.0,0.0,0.5,0,72,2.14,1
79,second,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.25,0.25,0.5,0.5,0,230,2.32,1
79,third,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.5,0.0,0.0,0.5,0,60,1.97,1
80,front,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.75,0.67,0.0,0.5,0,561,2.88,1
80,second,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.67,0.33,0.0,0.5,0,310,2.39,1
80,third,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.5,0.5,0.0,0.5,0,101,2.0,1
81,front,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.85,0.75,0.15,0.5,0,612,3.2,1
81,second,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.67,0.33,0.0,0.5,0,249,2.38,1
81,third,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.75,0.5,0.0,0.5,0,122,2.15,1
82,front,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.75,0.5,0.0,0.5,0,513,2.82,1
82,second,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.33,0.25,0.0,0.5,0,288,2.35,1
82,third,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.75,0.25,0.0,0.5,0,128,2.15,1
83,front,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.75,0.5,0.25,0.75,0,556,2.86,1
83,second,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.4,0.3,0.2,0.7,0,317,2.36,1
83,third,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.5,0.5,0.0,0.5,0,121,1.98,1
84,front,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.67,0.5,0.25,0.75,0,627,3.19,1
84,second,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.67,0.5,0.0,0.5,0,318,2.41,1
84,third,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.75,0.25,0.0,0.5,0,126,2.16,1
85,front,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.83,0.5,0.0,0.5,0,597,2.86,1
85,second,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.75,0.25,0.0,0.5,0,296,2.37,1
85,third,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.75,0.25,0.0,0.5,0,109,2.26,1
86,front,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.67,0.75,0.25,0.75,0,781,3.29,1
86,second,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.67,0.75,0.33,0.5,0,574,2.95,1
86,third,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.5,0.25,0.0,0.5,0,180,2.11,1
87,front,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,1.0,0.5,0.0,1.0,0,427,2.63,1
87,second,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.83,0.25,0.0,0.5,0,242,2.4,1
87,third,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.75,0.25,0.0,0.0,0,97,2.24,1
88,front,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.75,0.67,0.0,0.5,0,479,2.63,1
88,second,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.75,0.25,0.0,0.5,0,252,2.39,1
88,third,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.75,0.25,0.0,0.0,0,106,2.21,1
89,front,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.75,0.75,0.25,0.5,0,568,2.95,1
89,second,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.67,0.5,0.0,0.5,0,273,2.41,1
89,third,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.67,0.33,0.0,0.5,0,111,2.19,1
90,front,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.0,0.0,0.0,0.0,0,59,2.19,1
90,second,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.0,0.0,0.0,0.5,0,169,2.22,1
90,third,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.0,0.0,0.0,0.0,0,106,2.2,1
91,front,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.75,0.83,0.0,0.5,0,454,2.63,1
91,second,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.33,0.5,0.0,0.5,0,305,2.4,1
91,third,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.33,0.17,0.0,0.5,0,137,2.2,1
92,front,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.75,0.67,0.0,0.5,0,688,3.22,1
92,second,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.4,0.3,0.0,0.5,0,382,2.63,1
92,third,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.33,0.17,0.0,0.0,0,123,2.21,1
93,front,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.75,0.85,0.1,0.5,0,830,3.55,1
93,second,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.67,0.5,0.0,0.5,0,313,2.43,1
93,third,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.5,0.5,0.0,0.5,0,92,2.01,1
94,front,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.75,0.75,0.0,0.5,0,720,3.3,1
94,second,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.67,0.5,0.0,0.5,0,251,2.42,1
94,third,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.67,0.5,0.0,0.0,0,123,2.23,1
95,front,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.75,0.25,0.0,0.0,0,502,2.64,1
95,second,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.67,0.33,0.0,0.5,0,320,2.52,1
95,third,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.75,0.25,0.0,0.0,0,158,2.25,1
96,front,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.85,0.9,0.0,0.5,0,824,3.88,1
96,second,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.67,0.5,0.0,0.5,0,372,2.45,1
96,third,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.75,0.5,0.0,0.5,0,147,2.22,1
97,front,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.75,0.67,0.0,0.5,0,942,3.56,1
97,second,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.33,0.25,0.0,0.5,0,310,2.5,1
97,third,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.5,0.0,0.0,0.5,0,80,2.02,1
98,front,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.75,0.67,0.0,0.5,0,600,2.9,1
98,second,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.75,0.5,0.0,0.5,0,301,2.46,1
98,third,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.75,0.25,0.0,0.5,0,100,2.23,1
99,front,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.85,0.75,0.1,0.3,0,1104,3.89,1
99,second,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.5,0.3,0.2,0.5,0,468,2.55,1
99,third,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.75,0.25,0.0,0.0,0,152,2.25,1
100,front,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.85,0.75,0.0,0.5,0,768,3.64,1
100,second,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.67,0.5,0.0,0.5,0,308,2.46,1
100,third,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.75,0.25,0.0,0.0,0,114,2.14,1
101,front,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.75,0.67,0.0,0.5,0,541,2.55,1
101,second,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.67,0.5,0.0,0.5,0,477,2.54,1
101,third,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.75,0.5,0.0,0.0,0,138,2.19,1
102,front,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,1.0,0.75,0.0,0.0,0,604,2.82,1
102,second,qwen3:8b,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,20260801,16384,0.75,0.75,0.0,0.0,0,340,2.58,1
