promptid,stage,judge,digest,seed,num_ctx,instrument,system_mode,forced_schema,FCD,FGR,FDF,ECS,clamped,approx_tokens,latency_s,attempts,outcome
44,second,gemma4:12b,4eb23ef187e2c5462566d6a1d3bbbc2f1346d0b4327cbb66d58fffbcc9b2b05c,20260801,16384,original,original,0,0.2,0.85,0.4,0.6,0,1427,16.9,1,ok
44,third,gemma4:12b,4eb23ef187e2c5462566d6a1d3bbbc2f1346d0b4327cbb66d58fffbcc9b2b05c,20260801,16384,original,original,0,0.15,0.7,0.3,0.5,0,1427,16.9,1,ok
45,front,gemma4:12b,4eb23ef187e2c5462566d6a1d3bbbc2f1346d0b4327cbb66d58fffbcc9b2b05c,20260801,16384,original,original,0,,,,,0,1055,17.9,1,missing_keys
45,second,gemma4:12b,4eb23ef187e2c5462566d6a1d3bbbc2f1346d0b4327cbb66d58fffbcc9b2b05c,20260801,16384,original,original,0,,,,,0,1055,17.9,1,missing_keys
45,third,gemma4:12b,4eb23ef187e2c5462566d6a1d3bbbc2f1346d0b4327cbb66d58fffbcc9b2b05c,20260801,16384,original,original,0,,,,,0,1055,17.9,1,missing_keys
46,front,gemma4:12b,4eb23ef187e2c5462566d6a1d3bbbc2f1346d0b4327cbb66d58fffbcc9b2b05c,20260801,16384,original,original,0,0.85,0.4,0.1,0.3,0,1059,15.85,1,ok
46,second,gemma4:12b,4eb23ef187e2c5462566d6a1d3bbbc2f1346d0b4327cbb66d58fffbcc9b2b05c,20260801,16384,original,original,0,0.7,0.85,0.2,0.4,0,1059,15.85,1,ok
46,third,gemma4:12b,4eb23ef187e2c5462566d6a1d3bbbc2f1346d0b4327cbb66d58fffbcc9b2b05c,20260801,16384,original,original,0,0.6,0.3,0.1,0.2,0,1059,15.85,1,ok
47,front,gemma4:12b,4eb23ef187e2c5462566d6a1d3bbbc2f1346d0b4327cbb66d58fffbcc9b2b05c,20260801,16384,original,original,0,,,,,0,1168,17.89,1,missing_keys
47,second,gemma4:12b,4eb23ef187e2c5462566d6a1d3bbbc2f1346d0b4327cbb66d58fffbcc9b2b05c,20260801,16384,original,original,0,,,,,0,1168,17.89,1,missing_keys
47,third,gemma4:12b,4eb23ef187e2c5462566d6a1d3bbbc2f1346d0b4327cbb66d58fffbcc9b2b05c,20260801,16384,original,original,0,,,,,0,1168,17.89,1,missing_keys
48,front,gemma4:12b,4eb23ef187e2c5462566d6a1d3bbbc2f1346d0b4327cbb66d58fffbcc9b2b05c,20260801,16384,original,original,0,0.85,0.4,0.1,0.2,0,1151,16.24,1,ok
48,second,gemma4:12b,4eb23ef187e2c5462566d6a1d3bbbc2f1346d0b4327cbb66d58fffbcc9b2b05c,20260801,16384,original,original,0,0.7,0.85,0.3,0.6,0,1151,16.24,1,ok
48,third,gemma4:12b,4eb23ef187e2c5462566d6a1d3bbbc2f1346d0b4327cbb66d58fffbcc9b2b05c,20260801,16384,original,original,0,0.9,0.4,0.1,0.3,0,1151,16.24,1,ok
49,front,gemma4:12b,4eb23ef187e2c5462566d6a1d3bbbc2f1346d0b4327cbb66d58fffbcc9b2b05c,20260801,16384,original,original,0,,,,,0,1093,17.73,1,missing_keys
49,second,gemma4:12b,4eb23ef187e2c5462566d6a1d3bbbc2f1346d0b4327cbb66d58fffbcc9b2b05c,20260801,16384,original,original,0,,,,,0,1093,17.73,1,missing_keys
49,third,gemma4:12b,4eb23ef187e2c5462566d6a1d3bbbc2f1346d0b4327cbb66d58fffbcc9b2b05c,20260801,16384,original,original,0,,,,,0,1093,17.73,1,missing_keys
50,front,gemma4:12b,4eb23ef187e2c5462566d6a1d3bbbc2f1346d0b4327cbb66d58fffbcc9b2b05c,20260801,16384,original,original,0,0.65,0.4,0.3,0.45,0,1407,16.85,1,ok
50,second,gemma4:12b,4eb23ef187e2c5462566d6a1d3bbbc2f1346d0b4327cbb66d58fffbcc9b2b05c,20260801,16384,original,original,0,0.4,0.2,0.15,0.3,0,1407,16.85,1,ok
50,third,gemma4:12b,4eb23ef187e2c5462566d6a1d3bbbc2f1346d0b4327cbb66d58fffbcc9b2b05c,20260801,16384,original,original,0,0.3,0.1,0.1,0.25,0,1407,16.85,1,ok
51,front,gemma4:12b,4eb23ef187e2c5462566d6a1d3bbbc2f1346d0b4327cbb66d58fffbcc9b2b05c,20260801,16384,original,original,0,,,,,0,1117,17.73,1,missing_keys
51,second,gemma4:12b,4eb23ef187e2c5462566d6a1d3bbbc2f1346d0b4327cbb66d58fffbcc9b2b05c,20260801,16384,original,original,0,,,,,0,1117,17.73,1,missing_keys
51,third,gemma4:12b,4eb23ef187e2c5462566d6a1d3bbbc2f1346d0b4327cbb66d58fffbcc9b2b05c,20260801,16384,original,original,0,,,,,0,1117,17.73,1,missing_keys
52,front,gemma4:12b,4eb23ef187e2c5462566d6a1d3bbbc2f1346d0b4327cbb66d58fffbcc9b2b05c,20260801,16384,original,original,0,0.85,0.9,0.2,0.3,0,1459,17.47,1,ok
52,second,gemma4:12b,4eb23ef187e2c5462566d6a1d3bbbc2f1346d0b4327cbb66d58fffbcc9b2b05c,20260801,16384,original,original,0,0.4,0.5,0.1,0.2,0,1459,17.47,1,ok
52,third,gemma4:12b,4eb23ef187e2c5462566d6a1d3bbbc2f1346d0b4327cbb66d58fffbcc9b2b05c,20260801,16384,original,original,0,0.6,0.4,0.1,0.2,0,1459,17.47,1,ok
53,front,gemma4:12b,4eb23ef187e2c5462566d6a1d3bbbc2f1346d0b4327cbb66d58fffbcc9b2b05c,20260801,16384,original,original,0,0.85,0.7,0.3,0.4,0,1353,16.87,1,ok
53,second,gemma4:12b,4eb23ef187e2c5462566d6a1d3bbbc2f1346d0b4327cbb66d58fffbcc9b2b05c,20260801,16384,original,original,0,0.9,0.85,0.2,0.3,0,1353,16.87,1,ok
53,third,gemma4:12b,4eb23ef187e2c5462566d6a1d3bbbc2f1346d0b4327cbb66d58fffbcc9b2b05c,20260801,16384,original,original,0,0.95,0.9,0.1,0.2,0,1353,16.87,1,ok
54,front,gemma4:12b,4eb23ef187e2c5462566d6a1d3bbbc2f1346d0b4327cbb66d58fffbcc9b2b05c,20260801,16384,original,original,0,0.85,0.9,0.1,0.2,0,1512,17.34,1,ok
54,second,gemma4:12b,4eb23ef187e2c5462566d6a1d3bbbc2f1346d0b4327cbb66d58fffbcc9b2b05c,20260801,16384,original,original,0,0.6,0.7,0.3,0.5,0,1512,17.34,1,ok
54,third,gemma4:12b,4eb23ef187e2c5462566d6a1d3bbbc2f1346d0b4327cbb66d58fffbcc9b2b05c,20260801,16384,original,original,0,0.4,0.6,0.2,0.4,0,1512,17.34,1,ok
55,front,gemma4:12b,4eb23ef187e2c5462566d6a1d3bbbc2f1346d0b4327cbb66d58fffbcc9b2b05c,20260801,16384,original,original,0,0.85,0.9,0.3,0.4,0,1620,18.92,1,ok
55,second,gemma4:12b,4eb23ef187e2c5462566d6a1d3bbbc2f1346d0b4327cbb66d58fffbcc9b2b05c,20260801,16384,original,original,0,0.7,0.85,0.2,0.3,0,1620,18.92,1,ok
55,third,gemma4:12b,4eb23ef187e2c5462566d6a1d3bbbc2f1346d0b4327cbb66d58fffbcc9b2b05c,20260801,16384,original,original,0,0.6,0.75,0.1,0.2,0,1620,18.92,1,ok
56,front,gemma4:12b,4eb23ef187e2c5462566d6a1d3bbbc2f1346d0b4327cbb66d58fffbcc9b2b05c,20260801,16384,original,original,0,0.85,0.4,0.1,0.3,0,1471,16.92,1,ok
56,second,gemma4:12b,4eb23ef187e2c5462566d6a1d3bbbc2f1346d0b4327cbb66d58fffbcc9b2b05c,20260801,16384,original,original,0,0.6,0.85,0.2,0.4,0,1471,16.92,1,ok
56,third,gemma4:12b,4eb23ef187e2c5462566d6a1d3bbbc2f1346d0b4327cbb66d58fffbcc9b2b05c,20260801,16384,original,original,0,0.7,0.6,0.15,0.35,0,1471,16.92,1,ok
57,front,gemma4:12b,4eb23ef187e2c5462566d6a1d3bbbc2f1346d0b4327cbb66d58fffbcc9b2b05c,20260801,16384,original,original,0,0.85,0.4,0.3,0.2,0,1427,16.82,1,ok
57,second,gemma4:12b,4eb23ef187e2c5462566d6a1d3bbbc2f1346d0b4327cbb66d58fffbcc9b2b05c,20260801,16384,original,original,0,0.6,0.85,0.4,0.7,0,1427,16.82,1,ok
57,third,gemma4:12b,4eb23ef187e2c5462566d6a1d3bbbc2f1346d0b4327cbb66d58fffbcc9b2b05c,20260801,16384,original,original,0,0.5,0.6,0.2,0.4,0,1427,16.82,1,ok
58,front,gemma4:12b,4eb23ef187e2c5462566d6a1d3bbbc2f1346d0b4327cbb66d58fffbcc9b2b05c,20260801,16384,original,original,0,0.85,0.9,0.1,0.2,0,1690,18.58,1,ok
58,second,gemma4:12b,4eb23ef187e2c5462566d6a1d3bbbc2f1346d0b4327cbb66d58fffbcc9b2b05c,20260801,16384,original,original,0,0.4,0.3,0.5,0.6,0,1690,18.58,1,ok
58,third,gemma4:12b,4eb23ef187e2c5462566d6a1d3bbbc2f1346d0b4327cbb66d58fffbcc9b2b05c,20260801,16384,original,original,0,0.3,0.2,0.1,0.4,0,1690,18.58,1,ok
59,front,gemma4:12b,4eb23ef187e2c5462566d6a1d3bbbc2f1346d0b4327cbb66d58fffbcc9b2b05c,20260801,16384,original,original,0,0.85,0.9,0.1,0.2,0,1852,19.77,1,ok
59,second,gemma4:12b,4eb23ef187e2c5462566d6a1d3bbbc2f1346d0b4327cbb66d58fffbcc9b2b05c,20260801,16384,original,original,0,0.6,0.75,0.3,0.4,0,1852,19.77,1,ok
59,third,gemma4:12b,4eb23ef187e2c5462566d6a1d3bbbc2f1346d0b4327cbb66d58fffbcc9b2b05c,20260801,16384,original,original,0,0.4,0.3,0.1,0.2,0,1852,19.77,1,ok
60,front,gemma4:12b,4eb23ef187e2c5462566d6a1d3bbbc2f1346d0b4327cbb66d58fffbcc9b2b05c,20260801,16384,original,original,0,0.65,0.4,0.3,0.45,0,1562,18.24,1,ok
60,second,gemma4:12b,4eb23ef187e2c5462566d6a1d3bbbc2f1346d0b4327cbb66d58fffbcc9b2b05c,20260801,16384,original,original,0,0.45,0.85,0.6,0.75,0,1562,18.24,1,ok
60,third,gemma4:12b,4eb23ef187e2c5462566d6a1d3bbbc2f1346d0b4327cbb66d58fffbcc9b2b05c,20260801,16384,original,original,0,0.55,0.7,0.4,0.6,0,1562,18.24,1,ok
61,front,gemma4:12b,4eb23ef187e2c5462566d6a1d3bbbc2f1346d0b4327cbb66d58fffbcc9b2b05c,20260801,16384,original,original,0,0.85,0.4,0.1,0.2,0,1435,18.27,1,ok
61,second,gemma4:12b,4eb23ef187e2c5462566d6a1d3bbbc2f1346d0b4327cbb66d58fffbcc9b2b05c,20260801,16384,original,original,0,0.7,0.85,0.3,0.6,0,1435,18.27,1,ok
61,third,gemma4:12b,4eb23ef187e2c5462566d6a1d3bbbc2f1346d0b4327cbb66d58fffbcc9b2b05c,20260801,16384,original,original,0,0.9,0.7,0.1,0.4,0,1435,18.27,1,ok
62,front,gemma4:12b,4eb23ef187e2c5462566d6a1d3bbbc2f1346d0b4327cbb66d58fffbcc9b2b05c,20260801,16384,original,original,0,0.85,0.9,0.1,0.2,0,1542,18.63,1,ok
62,second,gemma4:12b,4eb23ef187e2c5462566d6a1d3bbbc2f1346d0b4327cbb66d58fffbcc9b2b05c,20260801,16384,original,original,0,0.6,0.4,0.1,0.3,0,1542,18.63,1,ok
62,third,gemma4:12b,4eb23ef187e2c5462566d6a1d3bbbc2f1346d0b4327cbb66d58fffbcc9b2b05c,20260801,16384,original,original,0,0.5,0.3,0.1,0.2,0,1542,18.63,1,ok
63,front,gemma4:12b,4eb23ef187e2c5462566d6a1d3bbbc2f1346d0b4327cbb66d58fffbcc9b2b05c,20260801,16384,original,original,0,0.85,0.4,0.3,0.2,0,1407,17.33,1,ok
63,second,gemma4:12b,4eb23ef187e2c5462566d6a1d3bbbc2f1346d0b4327cbb66d58fffbcc9b2b05c,20260801,16384,original,original,0,0.6,0.85,0.4,0.5,0,1407,17.33,1,ok
63,third,gemma4:12b,4eb23ef187e2c5462566d6a1d3bbbc2f1346d0b4327cbb66d58fffbcc9b2b05c,20260801,16384,original,original,0,0.9,0.7,0.1,0.3,0,1407,17.33,1,ok
64,front,gemma4:12b,4eb23ef187e2c5462566d6a1d3bbbc2f1346d0b4327cbb66d58fffbcc9b2b05c,20260801,16384,original,original,0,0.85,0.9,0.1,0.2,0,1721,18.9,1,ok
64,second,gemma4:12b,4eb23ef187e2c5462566d6a1d3bbbc2f1346d0b4327cbb66d58fffbcc9b2b05c,20260801,16384,original,original,0,0.7,0.85,0.3,0.4,0,1721,18.9,1,ok
64,third,gemma4:12b,4eb23ef187e2c5462566d6a1d3bbbc2f1346d0b4327cbb66d58fffbcc9b2b05c,20260801,16384,original,original,0,0.6,0.7,0.15,0.3,0,1721,18.9,1,ok
65,front,gemma4:12b,4eb23ef187e2c5462566d6a1d3bbbc2f1346d0b4327cbb66d58fffbcc9b2b05c,20260801,16384,original,original,0,0.85,0.9,0.2,0.3,0,1459,17.96,1,ok
65,second,gemma4:12b,4eb23ef187e2c5462566d6a1d3bbbc2f1346d0b4327cbb66d58fffbcc9b2b05c,20260801,16384,original,original,0,0.4,0.5,0.1,0.2,0,1459,17.96,1,ok
65,third,gemma4:12b,4eb23ef187e2c5462566d6a1d3bbbc2f1346d0b4327cbb66d58fffbcc9b2b05c,20260801,16384,original,original,0,0.3,0.4,0.1,0.2,0,1459,17.96,1,ok
66,front,gemma4:12b,4eb23ef187e2c5462566d6a1d3bbbc2f1346d0b4327cbb66d58fffbcc9b2b05c,20260801,16384,original,original,0,0.85,0.6,0.3,0.4,0,1353,17.32,1,ok
66,second,gemma4:12b,4eb23ef187e2c5462566d6a1d3bbbc2f1346d0b4327cbb66d58fffbcc9b2b05c,20260801,16384,original,original,0,0.7,0.85,0.2,0.3,0,1353,17.32,1,ok
66,third,gemma4:12b,4eb23ef187e2c5462566d6a1d3bbbc2f1346d0b4327cbb66d58fffbcc9b2b05c,20260801,16384,original,original,0,0.6,0.75,0.1,0.2,0,1353,17.32,1,ok
67,front,gemma4:12b,4eb23ef187e2c5462566d6a1d3bbbc2f1346d0b4327cbb66d58fffbcc9b2b05c,20260801,16384,original,original,0,0.85,0.9,0.2,0.4,0,1430,17.87,1,ok
67,second,gemma4:12b,4eb23ef187e2c5462566d6a1d3bbbc2f1346d0b4327cbb66d58fffbcc9b2b05c,20260801,16384,original,original,0,0.6,0.5,0.3,0.6,0,1430,17.87,1,ok
67,third,gemma4:12b,4eb23ef187e2c5462566d6a1d3bbbc2f1346d0b4327cbb66d58fffbcc9b2b05c,20260801,16384,original,original,0,0.4,0.2,0.1,0.3,0,1430,17.87,1,ok
68,front,gemma4:12b,4eb23ef187e2c5462566d6a1d3bbbc2f1346d0b4327cbb66d58fffbcc9b2b05c,20260801,16384,original,original,0,0.85,0.7,0.2,0.3,0,1335,17.12,1,ok
68,second,gemma4:12b,4eb23ef187e2c5462566d6a1d3bbbc2f1346d0b4327cbb66d58fffbcc9b2b05c,20260801,16384,original,original,0,0.6,0.85,0.4,0.7,0,1335,17.12,1,ok
68,third,gemma4:12b,4eb23ef187e2c5462566d6a1d3bbbc2f1346d0b4327cbb66d58fffbcc9b2b05c,20260801,16384,original,original,0,0.4,0.9,0.5,0.6,0,1335,17.12,1,ok
69,front,gemma4:12b,4eb23ef187e2c5462566d6a1d3bbbc2f1346d0b4327cbb66d58fffbcc9b2b05c,20260801,16384,original,original,0,0.85,0.4,0.1,0.2,0,1219,16.8,1,ok
69,second,gemma4:12b,4eb23ef187e2c5462566d6a1d3bbbc2f1346d0b4327cbb66d58fffbcc9b2b05c,20260801,16384,original,original,0,0.6,0.85,0.3,0.7,0,1219,16.8,1,ok
69,third,gemma4:12b,4eb23ef187e2c5462566d6a1d3bbbc2f1346d0b4327cbb66d58fffbcc9b2b05c,20260801,16384,original,original,0,0.5,0.6,0.2,0.5,0,1219,16.8,1,ok
70,front,gemma4:12b,4eb23ef187e2c5462566d6a1d3bbbc2f1346d0b4327cbb66d58fffbcc9b2b05c,20260801,16384,original,original,0,0.85,0.9,0.2,0.3,0,1586,17.94,1,ok
70,second,gemma4:12b,4eb23ef187e2c5462566d6a1d3bbbc2f1346d0b4327cbb66d58fffbcc9b2b05c,20260801,16384,original,original,0,0.6,0.85,0.4,0.7,0,1586,17.94,1,ok
70,third,gemma4:12b,4eb23ef187e2c5462566d6a1d3bbbc2f1346d0b4327cbb66d58fffbcc9b2b05c,20260801,16384,original,original,0,0.7,0.6,0.3,0.5,0,1586,17.94,1,ok
71,front,gemma4:12b,4eb23ef187e2c5462566d6a1d3bbbc2f1346d0b4327cbb66d58fffbcc9b2b05c,20260801,16384,original,original,0,0.85,0.4,0.2,0.3,0,1574,18.42,1,ok
71,second,gemma4:12b,4eb23ef187e2c5462566d6a1d3bbbc2f1346d0b4327cbb66d58fffbcc9b2b05c,20260801,16384,original,original,0,0.3,0.85,0.4,0.6,0,1574,18.42,1,ok
71,third,gemma4:12b,4eb23ef187e2c5462566d6a1d3bbbc2f1346d0b4327cbb66d58fffbcc9b2b05c,20260801,16384,original,original,0,0.2,0.3,0.15,0.4,0,1574,18.42,1,ok
72,front,gemma4:12b,4eb23ef187e2c5462566d6a1d3bbbc2f1346d0b4327cbb66d58fffbcc9b2b05c,20260801,16384,original,original,0,0.85,0.7,0.2,0.3,0,1242,17.22,1,ok
72,second,gemma4:12b,4eb23ef187e2c5462566d6a1d3bbbc2f1346d0b4327cbb66d58fffbcc9b2b05c,20260801,16384,original,original,0,0.6,0.4,0.1,0.2,0,1242,17.22,1,ok
72,third,gemma4:12b,4eb23ef187e2c5462566d6a1d3bbbc2f1346d0b4327cbb66d58fffbcc9b2b05c,20260801,16384,original,original,0,0.5,0.3,0.05,0.1,0,1242,17.22,1,ok
73,front,gemma4:12b,4eb23ef187e2c5462566d6a1d3bbbc2f1346d0b4327cbb66d58fffbcc9b2b05c,20260801,16384,original,original,0,,,,,0,1211,19.79,1,missing_keys
73,second,gemma4:12b,4eb23ef187e2c5462566d6a1d3bbbc2f1346d0b4327cbb66d58fffbcc9b2b05c,20260801,16384,original,original,0,,,,,0,1211,19.79,1,missing_keys
73,third,gemma4:12b,4eb23ef187e2c5462566d6a1d3bbbc2f1346d0b4327cbb66d58fffbcc9b2b05c,20260801,16384,original,original,0,,,,,0,1211,19.79,1,missing_keys
74,front,gemma4:12b,4eb23ef187e2c5462566d6a1d3bbbc2f1346d0b4327cbb66d58fffbcc9b2b05c,20260801,16384,original,original,0,0.85,0.9,0.3,0.4,0,1433,19.57,1,ok
74,second,gemma4:12b,4eb23ef187e2c5462566d6a1d3bbbc2f1346d0b4327cbb66d58fffbcc9b2b05c,20260801,16384,original,original,0,0.7,0.6,0.5,0.6,0,1433,19.57,1,ok
74,third,gemma4:12b,4eb23ef187e2c5462566d6a1d3bbbc2f1346d0b4327cbb66d58fffbcc9b2b05c,20260801,16384,original,original,0,0.8,0.4,0.1,0.2,0,1433,19.57,1,ok
75,front,gemma4:12b,4eb23ef187e2c5462566d6a1d3bbbc2f1346d0b4327cbb66d58fffbcc9b2b05c,20260801,16384,original,original,0,0.85,0.9,0.1,0.2,0,1542,18.5,1,ok
75,second,gemma4:12b,4eb23ef187e2c5462566d6a1d3bbbc2f1346d0b4327cbb66d58fffbcc9b2b05c,20260801,16384,original,original,0,0.6,0.4,0.1,0.3,0,1542,18.5,1,ok
75,third,gemma4:12b,4eb23ef187e2c5462566d6a1d3bbbc2f1346d0b4327cbb66d58fffbcc9b2b05c,20260801,16384,original,original,0,0.5,0.3,0.1,0.2,0,1542,18.5,1,ok
76,front,gemma4:12b,4eb23ef187e2c5462566d6a1d3bbbc2f1346d0b4327cbb66d58fffbcc9b2b05c,20260801,16384,original,original,0,0.85,0.4,0.3,0.2,0,1408,17.43,1,ok
76,second,gemma4:12b,4eb23ef187e2c5462566d6a1d3bbbc2f1346d0b4327cbb66d58fffbcc9b2b05c,20260801,16384,original,original,0,0.6,0.85,0.4,0.5,0,1408,17.43,1,ok
76,third,gemma4:12b,4eb23ef187e2c5462566d6a1d3bbbc2f1346d0b4327cbb66d58fffbcc9b2b05c,20260801,16384,original,original,0,0.7,0.9,0.2,0.4,0,1408,17.43,1,ok
77,front,gemma4:12b,4eb23ef187e2c5462566d6a1d3bbbc2f1346d0b4327cbb66d58fffbcc9b2b05c,20260801,16384,original,original,0,0.85,0.4,0.2,0.3,0,1387,17.2,1,ok
77,second,gemma4:12b,4eb23ef187e2c5462566d6a1d3bbbc2f1346d0b4327cbb66d58fffbcc9b2b05c,20260801,16384,original,original,0,0.7,0.85,0.1,0.4,0,1387,17.2,1,ok
77,third,gemma4:12b,4eb23ef187e2c5462566d6a1d3bbbc2f1346d0b4327cbb66d58fffbcc9b2b05c,20260801,16384,original,original,0,0.6,0.2,0.05,0.1,0,1387,17.2,1,ok
78,front,gemma4:12b,4eb23ef187e2c5462566d6a1d3bbbc2f1346d0b4327cbb66d58fffbcc9b2b05c,20260801,16384,original,original,0,0.85,0.4,0.3,0.4,0,1343,17.89,1,ok
78,second,gemma4:12b,4eb23ef187e2c5462566d6a1d3bbbc2f1346d0b4327cbb66d58fffbcc9b2b05c,20260801,16384,original,original,0,0.6,0.85,0.7,0.9,0,1343,17.89,1,ok
78,third,gemma4:12b,4eb23ef187e2c5462566d6a1d3bbbc2f1346d0b4327cbb66d58fffbcc9b2b05c,20260801,16384,original,original,0,0.7,0.6,0.5,0.6,0,1343,17.89,1,ok
79,front,gemma4:12b,4eb23ef187e2c5462566d6a1d3bbbc2f1346d0b4327cbb66d58fffbcc9b2b05c,20260801,16384,original,original,0,0.1,0.2,0.4,0.5,0,602,16.11,1,ok
79,second,gemma4:12b,4eb23ef187e2c5462566d6a1d3bbbc2f1346d0b4327cbb66d58fffbcc9b2b05c,20260801,16384,original,original,0,0.3,0.6,0.7,0.8,0,602,16.11,1,ok
79,third,gemma4:12b,4eb23ef187e2c5462566d6a1d3bbbc2f1346d0b4327cbb66d58fffbcc9b2b05c,20260801,16384,original,original,0,0.1,0.3,0.6,0.9,0,602,16.11,1,ok
80,front,gemma4:12b,4eb23ef187e2c5462566d6a1d3bbbc2f1346d0b4327cbb66d58fffbcc9b2b05c,20260801,16384,original,original,0,0.85,0.7,0.2,0.3,0,1217,17.59,1,ok
80,second,gemma4:12b,4eb23ef187e2c5462566d6a1d3bbbc2f1346d0b4327cbb66d58fffbcc9b2b05c,20260801,16384,original,original,0,0.4,0.85,0.1,0.2,0,1217,17.59,1,ok
80,third,gemma4:12b,4eb23ef187e2c5462566d6a1d3bbbc2f1346d0b4327cbb66d58fffbcc9b2b05c,20260801,16384,original,original,0,0.3,0.4,0.5,0.6,0,1217,17.59,1,ok
81,front,gemma4:12b,4eb23ef187e2c5462566d6a1d3bbbc2f1346d0b4327cbb66d58fffbcc9b2b05c,20260801,16384,original,original,0,0.95,0.4,0.0,0.0,0,1223,17.71,1,ok
81,second,gemma4:12b,4eb23ef187e2c5462566d6a1d3bbbc2f1346d0b4327cbb66d58fffbcc9b2b05c,20260801,16384,original,original,0,0.6,0.85,0.3,0.4,0,1223,17.71,1,ok
81,third,gemma4:12b,4eb23ef187e2c5462566d6a1d3bbbc2f1346d0b4327cbb66d58fffbcc9b2b05c,20260801,16384,original,original,0,0.5,0.7,0.2,0.3,0,1223,17.71,1,ok
82,front,gemma4:12b,4eb23ef187e2c5462566d6a1d3bbbc2f1346d0b4327cbb66d58fffbcc9b2b05c,20260801,16384,original,original,0,,,,,0,1168,18.68,1,missing_keys
82,second,gemma4:12b,4eb23ef187e2c5462566d6a1d3bbbc2f1346d0b4327cbb66d58fffbcc9b2b05c,20260801,16384,original,original,0,,,,,0,1168,18.68,1,missing_keys
82,third,gemma4:12b,4eb23ef187e2c5462566d6a1d3bbbc2f1346d0b4327cbb66d58fffbcc9b2b05c,20260801,16384,original,original,0,,,,,0,1168,18.68,1,missing_keys
83,front,gemma4:12b,4eb23ef187e2c5462566d6a1d3bbbc2f1346d0b4327cbb66d58fffbcc9b2b05c,20260801,16384,original,original,0,0.85,0.6,0.4,0.3,0,1238,16.78,1,ok
83,second,gemma4:12b,4eb23ef187e2c5462566d6a1d3bbbc2f1346d0b4327cbb66d58fffbcc9b2b05c,20260801,16384,original,original,0,0.7,0.85,0.6,0.7,0,1238,16.78,1,ok
83,third,gemma4:12b,4eb23ef187e2c5462566d6a1d3bbbc2f1346d0b4327cbb66d58fffbcc9b2b05c,20260801,16384,original,original,0,0.6,0.75,0.4,0.5,0,1238,16.78,1,ok
84,front,gemma4:12b,4eb23ef187e2c5462566d6a1d3bbbc2f1346d0b4327cbb66d58fffbcc9b2b05c,20260801,16384,original,original,0,,,,,0,1314,19.2,1,missing_keys
84,second,gemma4:12b,4eb23ef187e2c5462566d6a1d3bbbc2f1346d0b4327cbb66d58fffbcc9b2b05c,20260801,16384,original,original,0,,,,,0,1314,19.2,1,missing_keys
84,third,gemma4:12b,4eb23ef187e2c5462566d6a1d3bbbc2f1346d0b4327cbb66d58fffbcc9b2b05c,20260801,16384,original,original,0,,,,,0,1314,19.2,1,missing_keys
85,front,gemma4:12b,4eb23ef187e2c5462566d6a1d3bbbc2f1346d0b4327cbb66d58fffbcc9b2b05c,20260801,16384,original,original,0,0.85,0.4,0.1,0.2,0,1243,16.71,1,ok
85,second,gemma4:12b,4eb23ef187e2c5462566d6a1d3bbbc2f1346d0b4327cbb66d58fffbcc9b2b05c,20260801,16384,original,original,0,0.6,0.85,0.3,0.7,0,1243,16.71,1,ok
85,third,gemma4:12b,4eb23ef187e2c5462566d6a1d3bbbc2f1346d0b4327cbb66d58fffbcc9b2b05c,20260801,16384,original,original,0,0.7,0.4,0.1,0.3,0,1243,16.71,1,ok
86,front,gemma4:12b,4eb23ef187e2c5462566d6a1d3bbbc2f1346d0b4327cbb66d58fffbcc9b2b05c,20260801,16384,original,original,0,0.85,0.7,0.4,0.3,0,1778,19.26,1,ok
86,second,gemma4:12b,4eb23ef187e2c5462566d6a1d3bbbc2f1346d0b4327cbb66d58fffbcc9b2b05c,20260801,16384,original,original,0,0.6,0.5,0.6,0.7,0,1778,19.26,1,ok
86,third,gemma4:12b,4eb23ef187e2c5462566d6a1d3bbbc2f1346d0b4327cbb66d58fffbcc9b2b05c,20260801,16384,original,original,0,0.4,0.2,0.3,0.5,0,1778,19.26,1,ok
87,front,gemma4:12b,4eb23ef187e2c5462566d6a1d3bbbc2f1346d0b4327cbb66d58fffbcc9b2b05c,20260801,16384,original,original,0,,,,,0,1010,18.07,1,missing_keys
87,second,gemma4:12b,4eb23ef187e2c5462566d6a1d3bbbc2f1346d0b4327cbb66d58fffbcc9b2b05c,20260801,16384,original,original,0,,,,,0,1010,18.07,1,missing_keys
87,third,gemma4:12b,4eb23ef187e2c5462566d6a1d3bbbc2f1346d0b4327cbb66d58fffbcc9b2b05c,20260801,16384,original,original,0,,,,,0,1010,18.07,1,missing_keys
88,front,gemma4:12b,4eb23ef187e2c5462566d6a1d3bbbc2f1346d0b4327cbb66d58fffbcc9b2b05c,20260801,16384,original,original,0,,,,,0,1077,18.09,1,missing_keys
88,second,gemma4:12b,4eb23ef187e2c5462566d6a1d3bbbc2f1346d0b4327cbb66d58fffbcc9b2b05c,20260801,16384,original,original,0,,,,,0,1077,18.09,1,missing_keys
88,third,gemma4:12b,4eb23ef187e2c5462566d6a1d3bbbc2f1346d0b4327cbb66d58fffbcc9b2b05c,20260801,16384,original,original,0,,,,,0,1077,18.09,1,missing_keys
