promptid,stage,judge,digest,seed,num_ctx,FCD,FGR,FDF,ECS,clamped,approx_tokens,latency_s,attempts
54,second,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.75,1.0,0.5,0.75,0,285,2.05,1
54,third,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.75,1.0,0.0,0.5,0,135,1.85,1
55,front,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.75,1.0,0.0,0.5,0,943,3.73,1
55,second,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.75,1.0,0.5,0.67,0,315,2.09,1
55,third,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.75,1.0,0.0,0.5,0,130,1.87,1
56,front,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.85,0.65,0.0,1.0,0,767,2.96,1
56,second,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.75,1.0,0.5,0.75,0,353,2.09,1
56,third,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.75,1.0,0.0,0.5,0,121,1.84,1
57,front,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.85,0.65,0.0,0.75,0,794,2.98,1
57,second,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.75,1.0,0.5,0.25,0,289,2.06,1
57,third,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.75,0.25,0.0,1.0,0,109,1.86,1
58,front,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.75,1.0,0.0,0.5,0,947,3.7,1
58,second,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.75,1.0,0.5,0.67,0,356,2.1,1
58,third,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.75,1.0,0.0,0.5,0,152,1.87,1
59,front,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.85,1.0,0.0,0.5,0,1170,4.27,1
59,second,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.75,1.0,0.5,0.75,0,339,2.09,1
59,third,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.75,1.0,0.0,0.5,0,110,1.86,1
60,front,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.75,0.88,0.0,1.0,0,755,2.6,1
60,second,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.75,0.5,1.0,0.75,0,401,2.08,1
60,third,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.75,0.25,0.0,0.5,0,171,1.86,1
61,front,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.75,1.0,0.0,0.5,0,773,2.96,1
61,second,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.75,1.0,0.25,0.5,0,296,2.07,1
61,third,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,1.0,1.0,0.0,1.0,0,131,1.86,1
62,front,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.75,1.0,0.0,0.5,0,951,3.73,1
62,second,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.75,1.0,0.0,0.5,0,240,2.05,1
62,third,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.25,1.0,0.0,0.5,0,118,1.86,1
63,front,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.75,1.0,0.25,0.5,0,716,2.95,1
63,second,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.75,0.5,0.0,1.0,0,296,2.05,1
63,third,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.75,1.0,0.0,0.5,0,161,1.86,1
64,front,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.85,0.95,0.0,0.75,0,841,3.7,1
64,second,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.75,1.0,0.5,0.67,0,456,2.28,1
64,third,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.75,1.0,0.0,0.5,0,193,1.87,1
65,front,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.75,1.0,0.25,0.5,0,824,3.37,1
65,second,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.75,1.0,0.5,1.0,0,281,2.06,1
65,third,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.75,1.0,0.5,0.5,0,125,1.86,1
66,front,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.75,0.88,0.0,1.0,0,597,2.61,1
66,second,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.75,1.0,0.5,0.67,0,360,2.08,1
66,third,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.75,1.0,0.0,1.0,0,166,1.89,1
67,front,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.75,1.0,0.25,0.5,0,796,3.35,1
67,second,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.75,0.5,1.0,0.75,0,294,2.06,1
67,third,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.25,1.0,0.5,0.75,0,106,1.84,1
68,front,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.75,1.0,0.25,0.5,0,723,2.99,1
68,second,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.75,1.0,0.5,1.0,0,254,2.06,1
68,third,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.75,1.0,0.25,0.5,0,126,1.86,1
69,front,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.75,1.0,0.25,0.5,0,505,2.3,1
69,second,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.75,1.0,0.5,0.75,0,323,2.1,1
69,third,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.75,0.25,0.0,1.0,0,161,1.88,1
70,front,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.75,0.88,0.0,0.67,0,827,3.31,1
70,second,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.75,0.5,1.0,0.75,0,375,2.09,1
70,third,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.25,0.5,0.0,1.0,0,150,1.86,1
71,front,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.85,0.65,0.15,0.95,0,945,3.32,1
71,second,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.75,1.0,0.5,0.75,0,313,2.1,1
71,third,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.25,0.0,1.0,0.5,0,83,1.84,1
72,front,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.75,0.88,0.25,1.0,0,603,2.62,1
72,second,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.75,1.0,0.5,0.75,0,304,2.08,1
72,third,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.75,1.0,0.0,0.5,0,103,1.85,1
73,front,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.75,0.88,0.0,1.0,0,562,2.55,1
73,second,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.25,1.0,0.5,0.75,0,303,2.08,1
73,third,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.75,1.0,0.0,0.5,0,112,1.84,1
74,front,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.9,1.0,0.2,0.8,0,771,2.96,1
74,second,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.75,1.0,0.5,0.75,0,311,2.06,1
74,third,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.75,0.25,0.0,1.0,0,117,1.85,1
75,front,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.75,1.0,0.25,0.5,0,951,3.72,1
75,second,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.75,1.0,0.5,0.25,0,241,2.07,1
75,third,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.25,1.0,0.5,0.75,0,118,1.87,1
76,front,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.75,1.0,0.25,0.5,0,716,2.95,1
76,second,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.75,0.5,0.25,1.0,0,296,2.06,1
76,third,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.75,0.25,1.0,0.5,0,162,1.87,1
77,front,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.8,1.0,0.2,0.9,0,720,2.97,1
77,second,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.75,1.0,0.25,0.5,0,279,2.05,1
77,third,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.75,1.0,0.0,1.0,0,158,1.86,1
78,front,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.85,0.65,0.05,0.75,0,525,2.61,1
78,second,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.75,0.5,1.0,0.8,0,380,2.25,1
78,third,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.75,0.25,1.0,0.5,0,199,2.02,1
79,front,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.0,1.0,1.0,1.0,0,72,1.85,1
79,second,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.25,1.0,0.5,0.75,0,230,2.03,1
79,third,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.25,0.0,1.0,0.5,0,60,1.84,1
80,front,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.75,0.88,0.25,0.67,0,561,2.6,1
80,second,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.75,0.25,1.0,0.5,0,310,2.05,1
80,third,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.75,0.25,0.0,1.0,0,101,1.85,1
81,front,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.85,0.95,0.0,1.0,0,612,2.59,1
81,second,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.75,1.0,0.5,1.0,0,249,2.07,1
81,third,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.75,1.0,0.25,0.5,0,122,1.87,1
82,front,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.75,0.88,0.0,1.0,0,513,2.3,1
82,second,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.75,1.0,0.5,1.0,0,288,2.06,1
82,third,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.75,0.25,0.0,1.0,0,128,1.85,1
83,front,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.9,0.8,0.6,1.0,0,556,2.57,1
83,second,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.75,0.5,1.0,0.75,0,317,2.08,1
83,third,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.75,0.25,0.0,1.0,0,121,1.86,1
84,front,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.75,0.88,0.67,0.83,0,627,2.62,1
84,second,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.75,0.5,1.0,0.75,0,318,2.1,1
84,third,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.75,0.25,0.0,1.0,0,126,1.86,1
85,front,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.75,1.0,0.25,0.5,0,597,2.65,1
85,second,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.75,1.0,0.5,1.0,0,296,2.07,1
85,third,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.75,1.0,0.0,1.0,0,109,1.86,1
86,front,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.75,1.0,0.5,0.8,0,781,3.11,1
86,second,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.75,0.88,0.67,1.0,0,574,2.76,1
86,third,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.75,0.25,0.0,1.0,0,180,1.94,1
87,front,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.9,0.8,1.0,1.0,0,427,2.28,1
87,second,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.75,1.0,0.25,0.5,0,242,2.04,1
87,third,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.75,0.0,0.0,1.0,0,97,1.85,1
88,front,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.75,0.88,0.0,1.0,0,479,2.3,1
88,second,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.25,1.0,0.5,1.0,0,252,2.03,1
88,third,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.75,0.25,0.0,1.0,0,106,1.86,1
89,front,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.85,0.95,0.05,0.75,0,568,2.61,1
89,second,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.75,0.25,1.0,0.5,0,273,2.06,1
89,third,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.75,0.25,1.0,0.5,0,111,1.87,1
90,front,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.0,1.0,1.0,1.0,0,59,1.85,1
90,second,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.0,1.0,0.5,1.0,0,169,1.88,1
90,third,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.0,1.0,0.0,1.0,0,106,1.85,1
91,front,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.75,0.88,0.0,0.67,0,454,2.28,1
91,second,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.75,1.0,0.5,0.75,0,305,2.06,1
91,third,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.25,0.0,0.0,1.0,0,137,1.86,1
92,front,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.83,0.67,0.0,0.5,0,688,2.62,1
92,second,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.75,0.5,1.0,0.25,0,382,2.1,1
92,third,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.75,1.0,0.0,0.5,0,123,1.86,1
93,front,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.85,0.95,0.05,0.75,0,830,3.38,1
93,second,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.75,1.0,0.5,1.0,0,313,2.16,1
93,third,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.75,1.0,0.5,0.75,0,92,1.85,1
94,front,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.75,1.0,0.0,0.5,0,720,2.98,1
94,second,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.75,1.0,0.5,1.0,0,251,2.07,1
94,third,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,1.0,0.5,0.0,0.0,0,123,1.85,1
95,front,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.8,0.6,0.0,1.0,0,502,2.29,1
95,second,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.75,0.25,1.0,0.5,0,320,2.06,1
95,third,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.75,0.25,0.0,1.0,0,158,1.87,1
96,front,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.85,0.95,0.0,0.75,0,824,3.33,1
96,second,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.75,0.5,1.0,0.75,0,372,2.11,1
96,third,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.75,0.25,0.0,1.0,0,147,1.87,1
97,front,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.75,0.88,0.0,1.0,0,942,3.35,1
97,second,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.75,1.0,0.5,0.25,0,310,2.09,1
97,third,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.75,0.25,0.0,1.0,0,80,1.84,1
98,front,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.83,0.67,0.0,1.0,0,600,2.6,1
98,second,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.75,1.0,0.5,0.75,0,301,2.22,1
98,third,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.75,0.25,0.0,1.0,0,100,1.95,1
99,front,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.85,1.0,0.05,0.9,0,1104,3.7,1
99,second,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.75,1.0,0.5,0.75,0,468,2.32,1
99,third,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.75,1.0,0.0,0.5,0,152,1.86,1
100,front,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.9,1.0,0.2,0.8,0,768,2.95,1
100,second,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.75,1.0,0.5,0.75,0,308,2.08,1
100,third,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.75,0.25,0.0,0.5,0,114,1.86,1
101,front,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.75,1.0,0.25,0.5,0,541,2.32,1
101,second,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.75,1.0,0.5,0.25,0,477,2.29,1
101,third,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.75,1.0,0.0,0.5,0,138,1.85,1
102,front,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,1.0,0.5,0.0,0.0,0,604,2.61,1
102,second,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,1.0,1.0,0.0,0.5,0,340,2.27,1
102,third,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.75,0.0,0.0,0.0,0,142,1.87,1
103,front,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.8,1.0,0.0,0.5,0,717,2.99,1
103,second,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.75,0.5,0.0,1.0,0,276,2.07,1
103,third,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.75,0.25,0.0,0.5,0,155,1.87,1
104,front,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.75,0.25,0.0,0.5,0,388,2.26,1
104,second,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.75,0.25,1.0,0.5,0,346,2.2,1
104,third,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.75,0.25,0.0,0.5,0,115,1.94,1
105,front,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.85,0.65,0.0,0.75,0,642,2.63,1
105,second,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.75,1.0,0.5,0.25,0,334,2.08,1
105,third,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.75,1.0,0.5,1.0,0,147,1.98,1
106,front,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.75,0.5,0.0,1.0,0,398,2.07,1
106,second,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.25,0.0,1.0,0.5,0,295,2.05,1
106,third,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.75,0.0,0.0,1.0,0,146,1.89,1
107,front,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.85,0.65,0.0,1.0,0,597,2.3,1
107,second,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.75,1.0,0.5,0.25,0,288,2.08,1
107,third,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.75,1.0,0.0,0.5,0,110,1.85,1
108,front,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.95,0.85,0.0,1.0,0,671,2.62,1
108,second,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.25,1.0,0.5,0.75,0,319,2.14,1
108,third,llama3.1:latest,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,20260801,16384,0.75,0.25,1.0,0.5,0,120,1.86,1
